x,w(0) = -1000,w(0) = -3500,w(0) = -2706.980522
,
0.0,473.0,473.0,473.0,
0.01,464.5,439.5,447.43019477665456,
0.02,458.84583333333336,408.4291666666667,424.42172613292,
0.03,455.9438541666667,379.27197916666665,403.5928952723191,
0.04,455.74608883101854,351.54464207175926,384.5981528241643,
0.05,458.24944276379244,324.7870579017168,367.1223661942405,
0.060000000000000005,463.4956522642385,298.5551924298925,350.87559135138576,
0.07,471.5719803133411,272.4137060639898,335.5882623111795,
0.08,482.612668058481,245.92872902190157,321.00671850453796,
0.09,496.80116610596275,218.6606604005906,306.8889958214226,
0.09999999999999999,514.3731827088176,190.15687162421847,293.00081149099043,
